subject_id	specimen	abbreviation	full_name	parent	type_of_match	existing_cl_id	rank	cl_id	cl_label	score	hint_bonus	matched	contradictions	gaps	disqualified	note
SOULCAP:SC000069		CD4-/CD8- TCRab T cell	CD4- and CD8- alpha/beta T cell	TCRab	Exact		1	CL:0000803	CD4-negative CD8-negative gamma-delta intraepithelial T cell	11	3	CD4-, CD8-		CD14-/CD33-/CD64- (no axiom on any alt.), CD19-/CD20- (no axiom on any alt.), CD123-, CD45+, CD3+, TCRAB+/TCRGD- (no axiom on any alt.), HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000069		CD4-/CD8- TCRab T cell	CD4- and CD8- alpha/beta T cell	TCRab	Exact		2	CL:0000924	CD4-negative, CD8-negative type I NK T cell	11	3	CD4-, CD8-		CD14-/CD33-/CD64- (no axiom on any alt.), CD19-/CD20- (no axiom on any alt.), CD123-, CD45+, CD3+, TCRAB+/TCRGD- (no axiom on any alt.), HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000069		CD4-/CD8- TCRab T cell	CD4- and CD8- alpha/beta T cell	TCRab	Exact		3	CL:0000928	activated CD4-negative, CD8-negative type I NK T cell	11	3	CD4-, CD8-		CD14-/CD33-/CD64- (no axiom on any alt.), CD19-/CD20- (no axiom on any alt.), CD123-, CD45+, CD3+, TCRAB+/TCRGD- (no axiom on any alt.), HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000070		CD4+ TCRgd T cell	CD4+ gamma/delta T cell	TCRgd	Exact		1	CL:0000895	naive thymus-derived CD4-positive, alpha-beta T cell	13	1	CD45+, CD4+, CD8-		CD14-/CD33-/CD64- (no axiom on any alt.), CD19-/CD20- (no axiom on any alt.), CD123-, CD3+, TCRAB-/TCRGD+ (no axiom on any alt.), HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000070		CD4+ TCRgd T cell	CD4+ gamma/delta T cell	TCRgd	Exact		2	CL:0001044	effector CD4-positive, alpha-beta T cell	13	1	CD45+, CD4+, CD8-		CD14-/CD33-/CD64- (no axiom on any alt.), CD19-/CD20- (no axiom on any alt.), CD123-, CD3+, TCRAB-/TCRGD+ (no axiom on any alt.), HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000070		CD4+ TCRgd T cell	CD4+ gamma/delta T cell	TCRgd	Exact		3	CL:0001046	memory CCR4-positive regulatory T cell	13	1	CD45+, CD4+, CD8-		CD14-/CD33-/CD64- (no axiom on any alt.), CD19-/CD20- (no axiom on any alt.), CD123-, CD3+, TCRAB-/TCRGD+ (no axiom on any alt.), HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000071		CD8+ TCRgd T cell	CD8+ gamma/delta T cell	TCRgd	Exact		1	CL:0000900	naive thymus-derived CD8-positive, alpha-beta T cell	13	1	CD45+, CD4-, CD8+		CD14-/CD33-/CD64- (no axiom on any alt.), CD19-/CD20- (no axiom on any alt.), CD123-, CD3+, TCRAB-/TCRGD+ (no axiom on any alt.), HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000071		CD8+ TCRgd T cell	CD8+ gamma/delta T cell	TCRgd	Exact		2	CL:0001050	effector CD8-positive, alpha-beta T cell	13	1	CD45+, CD4-, CD8+		CD14-/CD33-/CD64- (no axiom on any alt.), CD19-/CD20- (no axiom on any alt.), CD123-, CD3+, TCRAB-/TCRGD+ (no axiom on any alt.), HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000071		CD8+ TCRgd T cell	CD8+ gamma/delta T cell	TCRgd	Exact		3	CL:0001203	CD8-positive, alpha-beta memory T cell, CD45RO-positive	13	1	CD45+, CD4-, CD8+		CD14-/CD33-/CD64- (no axiom on any alt.), CD19-/CD20- (no axiom on any alt.), CD123-, CD3+, TCRAB-/TCRGD+ (no axiom on any alt.), HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000072		CD4+/CD8+ TCRgd	CD4+/CD8+ gamma/delta T cell	TCRgd	Exact		1	CL:0002039	immature NK T cell stage I, mouse	9	1	CD4+ (dim), CD8+ (dim)		CD14-/CD33-/CD64- (no axiom on any alt.), CD19-/CD20- (no axiom on any alt.), CD123-, CD45+, CD3+, TCRAB-/TCRGD+ (no axiom on any alt.), HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000072		CD4+/CD8+ TCRgd	CD4+/CD8+ gamma/delta T cell	TCRgd	Exact		2	CL:0000809	double-positive, alpha-beta thymocyte	8	0	CD4+, CD8+		CD14-/CD33-/CD64- (no axiom on any alt.), CD19-/CD20- (no axiom on any alt.), CD123-, CD45+, CD3+, TCRAB-/TCRGD+ (no axiom on any alt.), HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000072		CD4+/CD8+ TCRgd	CD4+/CD8+ gamma/delta T cell	TCRgd	Exact		3	CL:0002427	resting double-positive thymocyte	8	0	CD4+, CD8+		CD14-/CD33-/CD64- (no axiom on any alt.), CD19-/CD20- (no axiom on any alt.), CD123-, CD45+, CD3+, TCRAB-/TCRGD+ (no axiom on any alt.), HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000073		CD4-/CD8- TCRgd	CD4-/CD8- gamma/delta T cell	TCRgd	Exact		1	CL:0000803	CD4-negative CD8-negative gamma-delta intraepithelial T cell	10	2	CD4-, CD8-		CD14-/CD33-/CD64- (no axiom on any alt.), CD19-/CD20- (no axiom on any alt.), CD123-, CD45+, CD3+, TCRAB-/TCRGD+ (no axiom on any alt.), HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000073		CD4-/CD8- TCRgd	CD4-/CD8- gamma/delta T cell	TCRgd	Exact		2	CL:0000924	CD4-negative, CD8-negative type I NK T cell	10	2	CD4-, CD8-		CD14-/CD33-/CD64- (no axiom on any alt.), CD19-/CD20- (no axiom on any alt.), CD123-, CD45+, CD3+, TCRAB-/TCRGD+ (no axiom on any alt.), HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000073		CD4-/CD8- TCRgd	CD4-/CD8- gamma/delta T cell	TCRgd	Exact		3	CL:0000928	activated CD4-negative, CD8-negative type I NK T cell	10	2	CD4-, CD8-		CD14-/CD33-/CD64- (no axiom on any alt.), CD19-/CD20- (no axiom on any alt.), CD123-, CD45+, CD3+, TCRAB-/TCRGD+ (no axiom on any alt.), HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000074		MAIT	Mucosal-associated Invariant T cell	T Lymph	Exact											invalid expression in Required phenotypic markers: mixed '|' and space in a group
SOULCAP:SC000075		Conv TCRab		T Lymph	Exact											invalid expression in Required phenotypic markers: mixed '|' and space in a group
SOULCAP:SC000076		CD4+ Conv TCRab		ConT TCRab	Exact											invalid expression in Required phenotypic markers: mixed '|' and space in a group
SOULCAP:SC000077		CD8+ Conv TCRab		ConT TCRab	Exact											invalid expression in Required phenotypic markers: mixed '|' and space in a group
SOULCAP:SC000078		CD4+/CD8+ Conv TCRab		ConT TCRab	Exact											invalid expression in Required phenotypic markers: mixed '|' and space in a group
SOULCAP:SC000079		CD4-/CD8- Conv TCRab		ConT TCRab	Exact											invalid expression in Required phenotypic markers: mixed '|' and space in a group
SOULCAP:SC000080		Tcm	Central memory alpha/beta and gamma/delta T cells	T cell	Exact		1	CL:0001057	myeloid dendritic cell, human	13	1	CD14- (1 of 3 alt.), CD19- (1 of 2 alt.), CD123-		HLA-DR:not:positive/CD11C:not:high (hi) (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000080		Tcm	Central memory alpha/beta and gamma/delta T cells	T cell	Exact		2	CL:0002000	Kit-positive erythroid progenitor cell	13	1	CD14- (1 of 3 alt.), CD19- (1 of 2 alt.), CD123-		HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000080		Tcm	Central memory alpha/beta and gamma/delta T cells	T cell	Exact		3	CL:0000938	CD16-negative, CD56-bright natural killer cell, human	11	1	CD14- (1 of 3 alt.), CD19- (1 of 2 alt.), CD16-		CD123-, HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.)	no	
SOULCAP:SC000081		CD4+ Tcm	CD4+ central memory alpha/beta and gamma/delta T cells	CD4+ T cell	Exact		1	CL:0001057	myeloid dendritic cell, human	13	1	CD14- (1 of 3 alt.), CD19- (1 of 2 alt.), CD123-		HLA-DR:not:positive/CD11C:not:high (hi) (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000081		CD4+ Tcm	CD4+ central memory alpha/beta and gamma/delta T cells	CD4+ T cell	Exact		2	CL:0002000	Kit-positive erythroid progenitor cell	13	1	CD14- (1 of 3 alt.), CD19- (1 of 2 alt.), CD123-		HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000081		CD4+ Tcm	CD4+ central memory alpha/beta and gamma/delta T cells	CD4+ T cell	Exact		3	CL:0000938	CD16-negative, CD56-bright natural killer cell, human	11	1	CD14- (1 of 3 alt.), CD19- (1 of 2 alt.), CD16-		CD123-, HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.)	no	
SOULCAP:SC000082		CD4+ TCRab Tcm	CD4+ central memory alpha/beta T cell	CD4+ TCRab T cell	Exact		1	CL:0001057	myeloid dendritic cell, human	13	1	CD14- (1 of 3 alt.), CD19- (1 of 2 alt.), CD123-		HLA-DR:not:positive/CD11C:not:high (hi) (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000082		CD4+ TCRab Tcm	CD4+ central memory alpha/beta T cell	CD4+ TCRab T cell	Exact		2	CL:0002000	Kit-positive erythroid progenitor cell	13	1	CD14- (1 of 3 alt.), CD19- (1 of 2 alt.), CD123-		HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000082		CD4+ TCRab Tcm	CD4+ central memory alpha/beta T cell	CD4+ TCRab T cell	Exact		3	CL:0000938	CD16-negative, CD56-bright natural killer cell, human	11	1	CD14- (1 of 3 alt.), CD19- (1 of 2 alt.), CD16-		CD123-, HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.)	no	
SOULCAP:SC000083		CD4+ TCRgd Tcm	CD4+ central memory gamma/delta T cell	CD4+ TCRgd T cell			1	CL:0001057	myeloid dendritic cell, human	13	1	CD14- (1 of 3 alt.), CD19- (1 of 2 alt.), CD123-		HLA-DR:not:positive/CD11C:not:high (hi) (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000083		CD4+ TCRgd Tcm	CD4+ central memory gamma/delta T cell	CD4+ TCRgd T cell			2	CL:0002000	Kit-positive erythroid progenitor cell	13	1	CD14- (1 of 3 alt.), CD19- (1 of 2 alt.), CD123-		HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000083		CD4+ TCRgd Tcm	CD4+ central memory gamma/delta T cell	CD4+ TCRgd T cell			3	CL:0000938	CD16-negative, CD56-bright natural killer cell, human	11	1	CD14- (1 of 3 alt.), CD19- (1 of 2 alt.), CD16-		CD123-, HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.)	no	
SOULCAP:SC000084		CD8+ Tcm	CD8+ central memory T cell	CD8+ T cell	Exact		1	CL:0001057	myeloid dendritic cell, human	13	1	CD14- (1 of 3 alt.), CD19- (1 of 2 alt.), CD123-		HLA-DR:not:positive/CD11C:not:high (hi) (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000084		CD8+ Tcm	CD8+ central memory T cell	CD8+ T cell	Exact		2	CL:0002000	Kit-positive erythroid progenitor cell	13	1	CD14- (1 of 3 alt.), CD19- (1 of 2 alt.), CD123-		HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000084		CD8+ Tcm	CD8+ central memory T cell	CD8+ T cell	Exact		3	CL:0000938	CD16-negative, CD56-bright natural killer cell, human	11	1	CD14- (1 of 3 alt.), CD19- (1 of 2 alt.), CD16-		CD123-, HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.)	no	
SOULCAP:SC000085		CD8+ TCRab Tcm	CD8+  central memory alpha/beta T cell	CD8+ TCRab T cell	Exact		1	CL:0001057	myeloid dendritic cell, human	13	1	CD14- (1 of 3 alt.), CD19- (1 of 2 alt.), CD123-		HLA-DR:not:positive/CD11C:not:high (hi) (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000085		CD8+ TCRab Tcm	CD8+  central memory alpha/beta T cell	CD8+ TCRab T cell	Exact		2	CL:0002000	Kit-positive erythroid progenitor cell	13	1	CD14- (1 of 3 alt.), CD19- (1 of 2 alt.), CD123-		HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000085		CD8+ TCRab Tcm	CD8+  central memory alpha/beta T cell	CD8+ TCRab T cell	Exact		3	CL:0000938	CD16-negative, CD56-bright natural killer cell, human	11	1	CD14- (1 of 3 alt.), CD19- (1 of 2 alt.), CD16-		CD123-, HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.)	no	
SOULCAP:SC000086		CD8+ TCRgd Tcm	CD8+ central memory gamma/delta T cell	CD8+ TCRgd T cell			1	CL:0001057	myeloid dendritic cell, human	13	1	CD14- (1 of 3 alt.), CD19- (1 of 2 alt.), CD123-		HLA-DR:not:positive/CD11C:not:high (hi) (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000086		CD8+ TCRgd Tcm	CD8+ central memory gamma/delta T cell	CD8+ TCRgd T cell			2	CL:0002000	Kit-positive erythroid progenitor cell	13	1	CD14- (1 of 3 alt.), CD19- (1 of 2 alt.), CD123-		HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000086		CD8+ TCRgd Tcm	CD8+ central memory gamma/delta T cell	CD8+ TCRgd T cell			3	CL:0000938	CD16-negative, CD56-bright natural killer cell, human	11	1	CD14- (1 of 3 alt.), CD19- (1 of 2 alt.), CD16-		CD123-, HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.)	no	
SOULCAP:SC000087		Tnaive	Naive alpha/beta and gamma/delta T cell	T cell	Exact		1	CL:0001057	myeloid dendritic cell, human	13	1	CD14- (1 of 3 alt.), CD19- (1 of 2 alt.), CD123-		HLA-DR:not:positive/CD11C:not:high (hi) (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000087		Tnaive	Naive alpha/beta and gamma/delta T cell	T cell	Exact		2	CL:0002000	Kit-positive erythroid progenitor cell	13	1	CD14- (1 of 3 alt.), CD19- (1 of 2 alt.), CD123-		HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000087		Tnaive	Naive alpha/beta and gamma/delta T cell	T cell	Exact		3	CL:0000938	CD16-negative, CD56-bright natural killer cell, human	11	1	CD14- (1 of 3 alt.), CD19- (1 of 2 alt.), CD16-		CD123-, HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.)	no	
SOULCAP:SC000088		CD4+ Tnaive	CD4+ Naive alpha/beta and gamma/delta T cell	CD4+ T cell	Exact		1	CL:0001057	myeloid dendritic cell, human	13	1	CD14- (1 of 3 alt.), CD19- (1 of 2 alt.), CD123-		HLA-DR:not:positive/CD11C:not:high (hi) (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000088		CD4+ Tnaive	CD4+ Naive alpha/beta and gamma/delta T cell	CD4+ T cell	Exact		2	CL:0002000	Kit-positive erythroid progenitor cell	13	1	CD14- (1 of 3 alt.), CD19- (1 of 2 alt.), CD123-		HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000088		CD4+ Tnaive	CD4+ Naive alpha/beta and gamma/delta T cell	CD4+ T cell	Exact		3	CL:0000938	CD16-negative, CD56-bright natural killer cell, human	11	1	CD14- (1 of 3 alt.), CD19- (1 of 2 alt.), CD16-		CD123-, HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.)	no	
SOULCAP:SC000089		CD4+ TCRab Tnaive	CD4+ naive alpha/beta T cell	CD4 TCRab T cell	Exact		1	CL:0001057	myeloid dendritic cell, human	13	1	CD14- (1 of 3 alt.), CD19- (1 of 2 alt.), CD123-		HLA-DR:not:positive/CD11C:not:high (hi) (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000089		CD4+ TCRab Tnaive	CD4+ naive alpha/beta T cell	CD4 TCRab T cell	Exact		2	CL:0002000	Kit-positive erythroid progenitor cell	13	1	CD14- (1 of 3 alt.), CD19- (1 of 2 alt.), CD123-		HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000089		CD4+ TCRab Tnaive	CD4+ naive alpha/beta T cell	CD4 TCRab T cell	Exact		3	CL:0000938	CD16-negative, CD56-bright natural killer cell, human	11	1	CD14- (1 of 3 alt.), CD19- (1 of 2 alt.), CD16-		CD123-, HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.)	no	
SOULCAP:SC000090		CD4+ TCRgd Tnaive	CD4+ naive gamma/delta T cell	CD4+ TCRgd T cell			1	CL:0001057	myeloid dendritic cell, human	13	1	CD14- (1 of 3 alt.), CD19- (1 of 2 alt.), CD123-		HLA-DR:not:positive/CD11C:not:high (hi) (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000090		CD4+ TCRgd Tnaive	CD4+ naive gamma/delta T cell	CD4+ TCRgd T cell			2	CL:0002000	Kit-positive erythroid progenitor cell	13	1	CD14- (1 of 3 alt.), CD19- (1 of 2 alt.), CD123-		HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000090		CD4+ TCRgd Tnaive	CD4+ naive gamma/delta T cell	CD4+ TCRgd T cell			3	CL:0000938	CD16-negative, CD56-bright natural killer cell, human	11	1	CD14- (1 of 3 alt.), CD19- (1 of 2 alt.), CD16-		CD123-, HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.)	no	
SOULCAP:SC000091		CD8+ Tnaive	CD8+ naive alpha/beta and gamma/delta T cell	CD8+ T cell	Exact		1	CL:0001057	myeloid dendritic cell, human	13	1	CD14- (1 of 3 alt.), CD19- (1 of 2 alt.), CD123-		HLA-DR:not:positive/CD11C:not:high (hi) (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000091		CD8+ Tnaive	CD8+ naive alpha/beta and gamma/delta T cell	CD8+ T cell	Exact		2	CL:0002000	Kit-positive erythroid progenitor cell	13	1	CD14- (1 of 3 alt.), CD19- (1 of 2 alt.), CD123-		HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000091		CD8+ Tnaive	CD8+ naive alpha/beta and gamma/delta T cell	CD8+ T cell	Exact		3	CL:0000938	CD16-negative, CD56-bright natural killer cell, human	11	1	CD14- (1 of 3 alt.), CD19- (1 of 2 alt.), CD16-		CD123-, HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.)	no	
SOULCAP:SC000092		CD8+ TCRab Tnaive	CD8+ naive alpha/beta T cell	CD8+ TCRab T cell	Exact		1	CL:0001057	myeloid dendritic cell, human	13	1	CD14- (1 of 3 alt.), CD19- (1 of 2 alt.), CD123-		HLA-DR:not:positive/CD11C:not:high (hi) (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000092		CD8+ TCRab Tnaive	CD8+ naive alpha/beta T cell	CD8+ TCRab T cell	Exact		2	CL:0002000	Kit-positive erythroid progenitor cell	13	1	CD14- (1 of 3 alt.), CD19- (1 of 2 alt.), CD123-		HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000092		CD8+ TCRab Tnaive	CD8+ naive alpha/beta T cell	CD8+ TCRab T cell	Exact		3	CL:0000938	CD16-negative, CD56-bright natural killer cell, human	11	1	CD14- (1 of 3 alt.), CD19- (1 of 2 alt.), CD16-		CD123-, HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.)	no	
SOULCAP:SC000093		CD8+ TCRgd Tnaive	CD8+ naive gamma/delta  T cell	CD8+ TCRgd T cell			1	CL:0001057	myeloid dendritic cell, human	13	1	CD14- (1 of 3 alt.), CD19- (1 of 2 alt.), CD123-		HLA-DR:not:positive/CD11C:not:high (hi) (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000093		CD8+ TCRgd Tnaive	CD8+ naive gamma/delta  T cell	CD8+ TCRgd T cell			2	CL:0002000	Kit-positive erythroid progenitor cell	13	1	CD14- (1 of 3 alt.), CD19- (1 of 2 alt.), CD123-		HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000093		CD8+ TCRgd Tnaive	CD8+ naive gamma/delta  T cell	CD8+ TCRgd T cell			3	CL:0000938	CD16-negative, CD56-bright natural killer cell, human	11	1	CD14- (1 of 3 alt.), CD19- (1 of 2 alt.), CD16-		CD123-, HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.)	no	
SOULCAP:SC000094		Tem	Effector memory T cell	T cell	Exact		1	CL:0001057	myeloid dendritic cell, human	13	1	CD14- (1 of 3 alt.), CD19- (1 of 2 alt.), CD123-		HLA-DR:not:positive/CD11C:not:high (hi) (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000094		Tem	Effector memory T cell	T cell	Exact		2	CL:0002000	Kit-positive erythroid progenitor cell	13	1	CD14- (1 of 3 alt.), CD19- (1 of 2 alt.), CD123-		HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000094		Tem	Effector memory T cell	T cell	Exact		3	CL:0001024	CD34-positive, CD38-negative hematopoietic stem cell	12	2	CD14- (1 of 3 alt.), CD19- (1 of 2 alt.), CD16-		CD123-, HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.)	no	
SOULCAP:SC000095		CD4+ Tem	CD4+ effector memory alpha/beta and gamma/delta T cells	CD4+ T cell	Exact		1	CL:0001057	myeloid dendritic cell, human	13	1	CD14- (1 of 3 alt.), CD19- (1 of 2 alt.), CD123-		HLA-DR:not:positive/CD11C:not:high (hi) (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000095		CD4+ Tem	CD4+ effector memory alpha/beta and gamma/delta T cells	CD4+ T cell	Exact		2	CL:0002000	Kit-positive erythroid progenitor cell	13	1	CD14- (1 of 3 alt.), CD19- (1 of 2 alt.), CD123-		HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000095		CD4+ Tem	CD4+ effector memory alpha/beta and gamma/delta T cells	CD4+ T cell	Exact		3	CL:0001024	CD34-positive, CD38-negative hematopoietic stem cell	12	2	CD14- (1 of 3 alt.), CD19- (1 of 2 alt.), CD16-		CD123-, HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.)	no	
SOULCAP:SC000096		CD4+ TCRab Tem	CD4+ effector memory alpha/beta T cell	CD4+ TCRab T cell	Exact		1	CL:0001057	myeloid dendritic cell, human	13	1	CD14- (1 of 3 alt.), CD19- (1 of 2 alt.), CD123-		HLA-DR:not:positive/CD11C:not:high (hi) (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000096		CD4+ TCRab Tem	CD4+ effector memory alpha/beta T cell	CD4+ TCRab T cell	Exact		2	CL:0002000	Kit-positive erythroid progenitor cell	13	1	CD14- (1 of 3 alt.), CD19- (1 of 2 alt.), CD123-		HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000096		CD4+ TCRab Tem	CD4+ effector memory alpha/beta T cell	CD4+ TCRab T cell	Exact		3	CL:0001024	CD34-positive, CD38-negative hematopoietic stem cell	12	2	CD14- (1 of 3 alt.), CD19- (1 of 2 alt.), CD16-		CD123-, HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.)	no	
SOULCAP:SC000097		CD4+ TCRgd Tem	CD4+ effector memory gamma/delta T cell	CD4+ TCRgd T cell			1	CL:0001057	myeloid dendritic cell, human	13	1	CD14- (1 of 3 alt.), CD19- (1 of 2 alt.), CD123-		HLA-DR:not:positive/CD11C:not:high (hi) (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000097		CD4+ TCRgd Tem	CD4+ effector memory gamma/delta T cell	CD4+ TCRgd T cell			2	CL:0002000	Kit-positive erythroid progenitor cell	13	1	CD14- (1 of 3 alt.), CD19- (1 of 2 alt.), CD123-		HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
